ano,internacoes,codigo_municipio,municipio,obitos,taxa_mortalidade,populacao,fonte_populacao,internacoes_por_100k,obitos_por_100k
2024,2450,130050,Barreirinha,33,1.346938775510204,33436,IBGE - Estimativas de populacao,7327.431510946285,98.69601626988874
2024,2014,130060,Benjamin Constant,18,0.893743793445879,40509,IBGE - Estimativas de populacao,4971.734676244785,44.434570095534326
2024,1194,130063,Beruri,11,0.9212730318257957,22136,IBGE - Estimativas de populacao,5393.928442356342,49.69280809541019
2024,1126,130068,Boa Vista Do Ramos,8,0.7104795737122558,25769,IBGE - Estimativas de populacao,4369.591369474951,31.045054134813146
2024,2675,130070,Boca Do Acre,40,1.4953271028037385,38246,IBGE - Estimativas de populacao,6994.195471421847,104.58610050724259
2024,2139,130080,Borba,38,1.7765310892940627,34879,IBGE - Estimativas de populacao,6132.6299492531325,108.94807763984059
2024,775,130083,Caapiranga,6,0.7741935483870968,14310,IBGE - Estimativas de populacao,5415.793151642209,41.92872117400419
2024,809,130090,Canutama,14,1.73053152039555,17885,IBGE - Estimativas de populacao,4523.343584008946,78.27788649706459
2024,2296,130100,Carauari,36,1.5679442508710801,30892,IBGE - Estimativas de populacao,7432.344943674738,116.53502524925547
2024,2831,130110,Careiro,33,1.1656658424584954,32442,IBGE - Estimativas de populacao,8726.342395659947,101.71999260218236
2024,324,130115,Careiro Da Varzea,10,3.0864197530864197,19809,IBGE - Estimativas de populacao,1635.6201726487961,50.48210409409864
2024,4823,130120,Coari,154,3.1930333817126266,73820,IBGE - Estimativas de populacao,6533.4597670008125,208.61555134109997
2024,1524,130130,Codajas,37,2.4278215223097113,24451,IBGE - Estimativas de populacao,6232.873911087481,151.32305427180893
2024,1862,130140,Eirunepe,60,3.22234156820623,35534,IBGE - Estimativas de populacao,5240.051781392469,168.85236674734057
2024,1011,130150,Envira,27,2.6706231454005933,17920,IBGE - Estimativas de populacao,5641.741071428572,150.66964285714286
2024,1619,130160,Fonte Boa,36,2.2235948116121063,27875,IBGE - Estimativas de populacao,5808.071748878923,129.14798206278027
